video_id,publishedAt,channelId,title,description,channelTitle,tags,viewCount,likeCount,favoriteCount,commentCount,duration_timedelta,duration_hhmmss
dxYnPCuQeYg,2021-11-29T17:00:20Z,UCArk93C2pbOvkv6jWz-3kAg,"MARK HATELEY | Open Goal Meets... Former Rangers, England, AC Milan & Monaco Striker","Buy Mark Hateley's Autobiography ""Hitting The Mark"" - https://amzn.to/3o22X5x

Buy Tickets For Open Goal Christmas Party At The Ovo Hydro ➡️ https://bit.ly/3EhVR1N

SUBSCRIBE - https://bit.ly/2QGY26R

This week we're joined by the Rangers Legend, Mark Hateley! The England international gives us a fascinating insight into his glittering career in the game which saw him play under Bobby Robson with the national team and alongside the likes of Paolo Maldini and Baresi at AC Milan as well as winning the French title with Arsene Wenger at AS Monaco.

#Rangers #Podcast #ACMilan",Open Goal,"['open goal', 'si ferry', 'simon ferry', 'mark hateley', 'rangers', 'ibrox', '9 in a row', 'Walter smith', 'memorial', 'ally mccoist', 'Souness', 'Brian laudrup', 'tannadice', 'portsmouth', 'Brian clough', 'ac milan', 'Paolo maldini', 'baresi', 'berlusconi', 'san siro', 'bobby robson', 'Ian durrant', 'glasgow', 'arsene wenger', 'football', 'podcast', 'interview', 'england', 'Gareth southgate', 'World Cup 1986', 'maradona', 'hand of god', 'Andy goram', 'van Bronckhorst', 'Steven gerrard', 'livingston', '3-1', 'spfl', 'highlights', 'celtic', 'aribo', 'morelos', 'Andy halliday', 'f2']",63217,651,0,48,0 days 01:33:49,01:33:49
a6ynajOalDo,2021-11-26T08:05:24Z,UCArk93C2pbOvkv6jWz-3kAg,GIO FIRST LEAGUE GAME AWAY TO LIVI & SCOTT BROWN RETURNS TO CELTIC PARK | Right In The Coupon,"Buy Tickets For Open Goal Christmas Party At The Ovo Hydro ➡️ https://bit.ly/3EhVR1N

SUBSCRIBE - https://bit.ly/2QGY26R

Right in the coupon lads are here to chat about this weekend's upcoming games as Aberdeen's Scott Brown returns to Celtic Park for the first time since leaving his old club and Gio Van Bronckhorst takes charge of his first league game at Rangers when they travel to the Tony Macaroni Arena to take on David Martindale's Livingston.

#Celtic #Rangers #EuropaLeague",Open Goal,"['open goal', 'si ferry', 'simon ferry', 'celtic', 'ojo', 'bayer leverkusen', 'ange postecoglou', 'frimpong', 'europa league', 'rangers', 'sparta prague', 'van bronckhorst', 'morelos', 'kent', 'goldson', 'ibrox', 'bt sport', 'Chris sutton', 'hibs', 'hearts', 'hibernian', 'hampden', 'goals', 'fans', 'spfl', 'highlights', 'scotland', 'football', 'frank mcavennie', 'west ham', 'Paolo di canio', 'premier league', 'kyogo', 'Kyogo furuhashi', 'aberdeen', 'Stephen glass', 'undr the cosh', 'true gerodie', 'podcast', 'robbie neilson', 'jack ross', 'christmas advert', 'ally mccoist', 'gio']",38473,386,0,5,0 days 00:51:27,00:51:27
sazfF7zLUV4,2021-11-23T17:01:49Z,UCArk93C2pbOvkv6jWz-3kAg,HIBS KNOCK RANGERS OUT OF LEAGUE CUP TO SET UP FINAL w/ CELTIC | Keeping The Ball On The Ground,"Buy Tickets For Open Goal Christmas Party At The Ovo Hydro ➡️ https://bit.ly/3EhVR1N

SUBSCRIBE - https://bit.ly/2QGY26R

It was all action at the weekend as Hibs defeated Rangers in a thrilling tie in the League Cup Semi-Final at Hampden which has set up a Final tie with Celtic after they beat current cup holder St Johnstone on Saturday.

The lads also discuss the controversial sending off of Aberdeen's Ojo following an altercation a Dundee United supporter as they provide their own examples of incidents with fans. And of course the huge news coming out of the Premier League at the weekend was the sacking of Ole Gunnar Solskjaer as Manchester United boss as the boys give their take on the decision.",Open Goal,"['open goal', 'si ferry', 'simon ferry', 'ange postecoglou', 'Andy halliday', 'manager of the month', 'celtic', 'celtic Christmas advert', 'jota', 'Kyogo furuhashi', 'interview', 'australia', 'Paul slane', 'gravesen', 'podcast', 'rangers', 'hibs', 'semi final', '3-1', 'Martin boyle', 'goldson interview', ""don't ask silly questions"", 'Steven gerrard', 'van bronckhorst', 'press conference', 'ross wilson', 'ojo red card', 'aberdeen', 'dundee united', 'spfl', 'premier sports cup', 'europa league', 'scotland', 'barry ferguson', 'premier league', 'ole', 'solskjaer']",59381,646,0,52,0 days 01:04:55,01:04:55
UPH89zMxp6Q,2021-11-22T17:00:31Z,UCArk93C2pbOvkv6jWz-3kAg,FUNNY ANGE POSTECOGLOU INTERVIEW | Open Goal Meets... Celtic (Now Spurs) Manager,"Buy Tickets For Open Goal Christmas Party At The Ovo Hydro ➡️ https://bit.ly/3EhVR1N

SUBSCRIBE - https://bit.ly/2QGY26R

It's a huge interview this week as Si and Slaney sit-down with Celtic Gaffer, Ange Postecoglou following his win as Glen's Vodka SPFL Manager Of The Month for October!

We chat to the Australian about life at Celtic so far, his footballing philosophy as well as exploring the career journey that led him to the East End of Glasgow.

#CelticFC #AngePostecoglou #tottenham",Open Goal,"['open goal', 'si ferry', 'simon ferry', 'ange postecoglou', 'celtic', 'celtic manager', 'celtic st johnstone', 'hampden', 'australia', 'socceroos', 'interview', 'celtic fans', 'celtic songs', ""mic'd up"", 'highlights', 'spfl', 'scotland', 'Kyogo furuhashi', 'yokohama', 'city football group', 'jota', 'eruopa league', 'bayer leverkusen', 'Brisbane roar', 'melbourne', 'a-league', 'podcast', 'football', 'f2', 'tottenham', 'tottenham hotspur', 'spurs', 'Fulham', 'harry kane', 'James maddison', 'Ange ball', 'gary neville', 'roy keane', 'copying pep', 'tnt sports', 'son', 'bissouma']",308245,5415,0,377,0 days 00:27:38,00:27:38
XqTJ8BCooZM,2021-11-18T16:56:19Z,UCArk93C2pbOvkv6jWz-3kAg,RANGERS UNVEIL VAN BRONCKHORST AS NEW MANAGER! | Right In The Coupon,"Buy Tickets For Open Goal Christmas Party At The Ovo Hydro ➡️ https://bit.ly/3EhVR1N

SUBSCRIBE - https://bit.ly/2QGY26R

All the latest on Rangers' appointment of Gio Van Bronckhorst as their new manager ahead of a big weekend in the Scottish Football calendar with the Ibrox club taking on Hibs and Celtic facing cup holders St Johnstone in the semi-finals of the League Cup.

#Rangers #VanBronckhorst #PremierSportsCup",Open Goal,"['open goal', 'si ferry', 'simon ferry', 'van bronckhorst', 'sky sports', 'press conference', 'ally mccoist', 'talksport', 'Bertie auld', 'celtic', 'rangers', 'ange postecoglou', 'Steven gerrard', 'aston villa', 'jota', 'kyogo', 'kent', 'morelos', 'ibrox', 'manager', 'announce', 'aberdeen', 'hearts', 'hibs', 'hibernian', 'league cup', 'semi finals', 'hampden', 'scotland', 'denmark', '2-0', 'che adams', 'souttar', 'yes sir I can boogie', 'frank mcavennie', 'Barry ferguson', 'Andy halliday', 'betting', 'keeping the ball on the ground', 'football', 'true geordie', 'copa 90', 'gordon']",52547,455,0,59,0 days 00:38:52,00:38:52
dqwOZBkPG-s,2021-11-16T17:00:19Z,UCArk93C2pbOvkv6jWz-3kAg,VAN BRONCKHORST TO RANGERS & SCOTLAND BEAT DENMARK | Keeping The Ball On The Ground,"Buy Tickets For Open Goal Christmas Party At The Ovo Hydro ➡️ https://bit.ly/3EhVR1N

SUBSCRIBE - https://bit.ly/2QGY26R

It’s been a manic few days in Scottish Football with the National Team securing play-offs and seeding for the World Cup and Gio Van Bronckhorst looking as though he’ll be returning to Ibrox to become the new Rangers manager to replace Steven Gerrard.

#Scotland #WorldCup2022 #Rangers",Open Goal,"['open goal', 'si ferry', 'simon ferry', 'Andy halliday', 'Paul slane', 'hydro', 'gravesen', 'slaney', 'Jermaine pennant', 'Steven gerrard', 'aston villa', 'dean smith', 'morelos', 'tavernier', 'celtic', 'ange postecoglu', 'Joe hart', 'jota', 'Kyogo', 'Kyogo furuhashi', 'scotland', 'Steve clarke', 'John souttar', 'moldova', 'denmark', 'hampden', 'yes sir I can boogie', 'lyndon dykes', 'ralston', 'Andy robertson', 'aberdeen', 'hearts', 'hibs', 'st mirren', 'spfl', 'highlights', 'goals', 'podcast', 'football', 'dundee', '4-2', 'roofe', 'John mcginn', 'tartan army', 'fans', 'true geordie', 'f2']",66029,705,0,92,0 days 01:02:48,01:02:48
hWzd86nl14A,2021-11-15T17:00:25Z,UCArk93C2pbOvkv6jWz-3kAg,"GRAHAM ALEXANDER ON MOTHERWELL, SALFORD, CLASS OF 92 & GLEN'S SPFL MOTM AWARD | Open Goal Meets...","SUBSCRIBE - https://bit.ly/2QGY26R

We've got a brilliant and insightful chat in store for you this week as we're joined by Glen's Vodka SPFL Manager of the Month for September, Motherwell Gaffer, Graham Alexander!

We look back on the Graham's tenure at Fir Park so far before discussing his previous job at Salford City working under the class of 92 and discuss Gary Neville's recent comments on the man himself. We also chat about his playing career highlights and the influential managers he worked under including the late, great Walter Smith, David Moyes, Owen Coyle, Craig Brown and others.

#SPFL #MotherwellFC #GlensVodka",Open Goal,"['open goal', 'si ferry', 'simon ferry', 'graham alexander', 'class of 92', 'salford city', 'documentary', 'motherwell', 'fir park', 'Tony watt', 'David moyes', 'managers', 'interview', 'podcast', 'scotland', 'Steve clarke', 'Walter smith', 'scotland moldova', 'Craig gordon', 'kieran tierney', 'penalty save', 'scotland denmark', 'yes sir I can boogie', 'che adams', 'Nathan patterson', 'hampden', 'tartan army', 'James McFadden goal vs france', 'flower of scotland', 'fleetwood', 'Preston north end', 'ally mccoist', 'spfl', 'gary neville', 'beckham', 'f2']",66309,624,0,35,0 days 01:30:25,01:30:25
zyvOdf0LQA8,2021-11-11T17:02:03Z,UCArk93C2pbOvkv6jWz-3kAg,STEVEN GERRARD LEAVES RANGERS FOR ASTON VILLA! | Right In The Coupon,"Buy Tickets For Open Goal Christmas Party At The Ovo Hydro ➡️ https://bit.ly/3EhVR1N

SUBSCRIBE - https://bit.ly/2QGY26R

Steven Gerrard has left Ibrox for Aston Villa! The boys react to the massive news that was confirmed today and discuss the potential implications on the rest of Rangers' season as they go toe-to-toe with Celtic for the title and that automatic Champions League spot.

The lads also look ahead to Scotland's 2 upcoming qualifiers as they close-in on a play-off place for the World Cup in Qatar.

#Gerrard #Rangers #AstonVilla",Open Goal,"['open goal', 'si ferry', 'simon ferry', 'Steven gerrard', 'leaves rangers', 'rangers', 'aston villa', 'rat', 'Brendan rodgers', 'ally mccoist', 'lampard', 'gattuso', 'van bronckhorst', 'ibrox', 'traitor', 'manager', 'celtic', 'funny', 'fans', 'rangers fans', 'ange postecoglu', 'Kyogo furuhashi', 'Michael beale', 'Clyde superscore board', 'phone-in', 'angry', 'premier league', 'spfl', 'scotland', 'moldova', 'Steve clarke', 'Andy robertson', 'dykes', 'mctominay', 'John mcginn', 'yes sir I can boogie', 'podcast', 'football', 'liverpool', 'carragher', 'neville', 'sky sports', 'neil', 'f2']",67650,590,0,245,0 days 00:25:28,00:25:28
3UO1nYV7bcM,2021-11-09T17:00:05Z,UCArk93C2pbOvkv6jWz-3kAg,GERRARD LINKED WITH VILLA & WOULD HOWE HAVE DONE AS WELL AS ANGE? | Keeping The Ball On The Ground,"Buy Tickets For Open Goal Christmas Party At The Ovo Hydro ➡️ https://bit.ly/3EhVR1N

SUBSCRIBE - https://bit.ly/2QGY26R

Former Celtic target Eddie Howe joined Newcastle this week and the boys discuss whether the club ended up better off with their current Boss, Ange Postecoglu. We also address the latest rumours linking Rangers boss Steven Gerrard with another Premier League job after Dean Smith was let go by Aston Villa and also assess Scotland's chances of securing their play-off place for the World Cup ahead of their huge games against Moldova and Denmark.

#Scotland #Celtic #Rangers",Open Goal,"['open goal', 'si ferry', 'simon ferry', 'Andy halliday', 'Paul slane', 'hydro', 'gravesen', 'slaney', 'Jermaine pennant', 'Steven gerrard', 'aston villa', 'dean smith', 'morelos', 'tavernier', 'celtic', 'ange postecoglu', 'Joe hart', 'jota', 'Kyogo', 'Kyogo furuhashi', 'scotland', 'Steve clarke', 'John souttar', 'moldova', 'denmark', 'hampden', 'yes sir I can boogie', 'lyndon dykes', 'ralston', 'Andy robertson', 'aberdeen', 'hearts', 'hibs', 'st mirren', 'spfl', 'highlights', 'goals', 'podcast', 'football', 'dundee', '4-2', 'roofe', 'John mcginn', 'tartan army', 'fans', 'true geordie', 'f2']",68216,637,0,73,0 days 01:36:27,01:36:27
hSXh6BzJKNY,2021-11-08T17:00:25Z,UCArk93C2pbOvkv6jWz-3kAg,JERMAINE PENNANT | The Incredible Life & Story of Ex Arsenal & Liverpool Winger | Open Goal Meets...,"Buy Tickets For Open Goal Christmas Party At The Ovo Hydro ➡️ https://bit.ly/3EhVR1N

SUBSCRIBE - https://bit.ly/2QGY26R

We've got an amazing interview for you this week as former Arsenal, Liverpool, Leeds and Birmingham winger Jermaine Pennant tells us his incredible story from growing up in a dangerous area to teenage football stardom to getting jail time in the prime of his career and then recovering to play in a Champions League Final for his boyhood club. This one has it all so make sure you don't miss it!

#Podcast #Arsenal #LiverpoolFC",Open Goal,"['open goal', 'si ferry', 'simon ferry', 'undr the cosh', 'tubes golf', 'soccer am', 'Jermaine pennant', 'pennant prison', 'Steve bruce', 'arsenal', 'thierry henry', 'pennant debut hangover', 'Ashley cole', 'liverpool', 'Steven gerrard', 'liverpool vs milan', 'champions league final', '2007', 'Peter crouch', 'Birmingham city', 'ac milan', 'liverpool vs chelsea', 'ghost goal', 'semi final', 'Craig bellamy', 'stories', 'podcast', 'true geordie', 'kieron dyer', 'stoke city', 'Michael owen', 'leeds united', 'hibs', 'neil lennon', 'funny', 'interview']",101577,871,0,75,0 days 01:58:52,01:58:52
nUTrq4sV0JI,2021-11-05T10:21:52Z,UCArk93C2pbOvkv6jWz-3kAg,DEREK FERGUSON REACTS TO SON LEWIS & HALLIDAY INCIDENT | Right In The Coupon,"SUBSCRIBE - https://bit.ly/2QGY26R

The boys have a lot to get through this week as they discuss the recent news coming out of the Scottish Premiership as well as touch on the recent Scotland squad announcement for the crucial 2 qualifiers coming up for the National Team.

#Football #Podcast #SPFL",Open Goal,"['open goal', 'si ferry', 'simon ferry', 'rangers brondby', 'own goal', 'hagi', 'morelos', 'balogun', 'Steven gerrard', 'interview', 'europa league', 'celtic ferencvaros', 'budapest', 'jota', 'Kyogo furuhashi', 'abada', 'Joe hart', 'ange postecoglu', 'spfl', 'scotland', 'Steve clarke', 'ralston', 'aberdeen', 'Andy halliday', 'red card', 'hearts', 'Stephen glass', 'Scott brown', 'robbie neilson', 'hibs', 'jack ross', 'covid', 'podcast', 'football', 'open goal misses', 'frank mcavennie', 'true geordie', 'st mirren', 'motherwell', 'holloway', 'sutton', 'ally mccoist', 'talksport']",44594,425,0,40,0 days 00:45:30,00:45:30
1a5KKa80LH0,2021-11-02T17:04:54Z,UCArk93C2pbOvkv6jWz-3kAg,"MILLER IN FOR HALLIDAY, CELTIC DRAW & KENNY'S WALTER SMITH MEMORIES | Keeping The Ball On The Ground","Buy Tickets For Open Goal Christmas Party At The Ovo Hydro ➡️ https://bit.ly/3EhVR1N

It was a busy weekend of SPFL Premiership action with lots for the boys and returning Special Guest Kenny Miller to chew over including Celtic's dropped points at home to Livingston, Rangers' emphatic win over Motherwell and Stephen Glass turning things around at Aberdeen with a win over 10-man Hearts.

Kenny Miller also pays tribute to his former Manager, Walter Smith as he recalls his time with him at Rangers and Scotland.

#Rangers #Celtic #Aberdeen",Open Goal,"['open goal', 'si ferry', 'simon ferry', 'kenny miller', 'rangers goals vs celtic', 'gravesen', 'old firm', 'celtic', 'giamakous', 'ange postecoglu', 'penalty', 'spfl', 'spfl highlights', 'Walter smith', 'ally mccoist', 'podcast', 'open goal misses', 'funny', 'interview', 'aberdeen', 'Stephen glass', 'Andy halliday', 'red card', 'robbie neilson', 'europa league', 'champions league', 'bt sport', 'ferencvaros', 'brondby', 'live stream', 'Steven gerrard', 'Alfredo morelos', 'conte', 'neville', 'carragher', 'roy keane', 'hibs', 'hearts', 'scotland', 'Steve clarke', 'squad']",77163,605,0,57,0 days 01:49:35,01:49:35
FUkRrnpdM6k,2021-10-28T18:19:15Z,UCArk93C2pbOvkv6jWz-3kAg,WALTER SMITH TRIBUTE & REVIEW OF MIDWEEK RESULTS | Right In The Coupon,"Scottish Football lost an iconic figure this week with the sad passing of former Rangers and Scotland Manager, Walter Smith. Derek Ferguson and Frank McAvennie pay tribute to a man they both worked under at Ibrox and the National Team as they share their favourite memories of him.

We also look back on the previous night's events as Aberdeen were unlucky not to take away 3 points from their game against Rangers at Ibrox, Ross County shocked the league with a surprise 5-0 win away at Dundee and Celtic run riot in the 1st half against Hibs at Easter Road.

#WalterSmith #SPFL #Football",Open Goal,"['open goal', 'si ferry', 'kenny miller', 'rangers', 'Walter smith', 'ally mccoist', 'talksport', 'ibrox', '9 in a row', 'Graeme souness', 'tributes', 'interview', 'chick young', 'Archie knox', 'celtic', 'Tommy gravesen', 'hibs vs celtic', 'rangers vs aberdeen', 'spfl', 'scotland', 'Tommy burns', 'fans', 'goals', 'highlights', 'hibs', 'jack ross', 'hearts', 'robbie neilson', 'Ian holloway', 'Andy halliday', 'Barry ferguson', 'podcast', 'football', 'premiership', 'premier league', 'falkirk fan forum', 'man utd', 'ole', 'old firm', 'Uefa cup final', '2008 manchester', 'f2']",53897,587,0,54,0 days 00:57:02,00:57:02
X4hvjgbf7l4,2021-10-27T06:00:06Z,UCArk93C2pbOvkv6jWz-3kAg,KENNY MILLER | Keeping The Ball On The Ground,"SUBSCRIBE - https://bit.ly/2QGY26R

Recorded on Monday 25th October, former Rangers & Scotland striker Kenny Miller joined the boys for the weekly podcast to chat about all things including coaching in Australia, his career and his views on how things are going in Scottish Football at the moment.

#RangersFC #Scotland #Podcast",Open Goal,"['open goal', 'si ferry', 'kenny miller', 'rangers', 'Walter smith', 'ally mccoist', 'talksport', 'ibrox', '9 in a row', 'Graeme souness', 'tributes', 'interview', 'chick young', 'Archie knox', 'celtic', 'Tommy gravesen', 'hibs vs celtic', 'rangers vs aberdeen', 'spfl', 'scotland', 'Tommy burns', 'fans', 'goals', 'highlights', 'hibs', 'jack ross', 'hearts', 'robbie neilson', 'Ian holloway', 'Andy halliday', 'Barry ferguson', 'podcast', 'football', 'premiership', 'premier league', 'falkirk fan forum', 'man utd', 'ole', 'old firm', 'Uefa cup final', '2008 manchester', 'f2']",119648,822,0,71,0 days 01:56:50,01:56:50
SzbEa28tsKw,2021-10-25T16:00:12Z,UCArk93C2pbOvkv6jWz-3kAg,IAN HOLLOWAY | Open Goal Meets…,"SUBSCRIBE - https://bit.ly/2QGY26R

Football cult hero, Ian Holloway joins us this week to talk us through the key moments from his career and some of the laughs he's had along the way from starting off with Bristol Rovers to his remarkable Premier League journey with Blackpool!

A great chat with a great man!

#Blackpool #PremierLeague #Football",Open Goal,"['open goal', 'si ferry', 'Ian holloway', 'jaackmaate', 'happy hour podcast holloway', 'robbie knox', 'Holloway quotes', 'greatest quotes', 'funny', 'manager interviews', 'podcast', 'Blackpool fc', 'oyston', 'Charlie Adam free kick', 'play off final 3-2', 'premier league', 'Alex ferguson', 'bristol rovers', 'queens park rangers', 'qpr', 'championship', 'prank call', 'Ronaldo hamster', 'dancing', 'best bits', 'soccer am', 'leicester', 'Brendan rodgers', 'millwall', 'celtic', 'rangers', 'Paul slane', 'true geordie', 'joe', 'crystal palace', 'Steve parish']",83559,914,0,95,0 days 01:43:19,01:43:19
tEyZDA3ld3U,2021-10-21T16:00:36Z,UCArk93C2pbOvkv6jWz-3kAg,WILL GOLDSON SIGN NEW DEAL AT RANGERS? AND ABERDEEN OWNER COMES OUT FIGHTING | Right In The Coupon,"SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

The lads take a look at the latest news in Scottish Football this week and how that might effect their coupons for the upcoming Scottish Premiership fixtures. 

Will Goldson sign a new deal at Rangers? Was Aberdeen owner Dave Cormack right to be annoyed at media pressure on Manager Stephen Glass? And have Celtic turned another corner under Ange Postecoglu? The boys discuss all on this week's Right In The Coupon.",Open Goal,"['open goal', 'si ferry', 'rangers brondby', 'live stream', 'europa league', 'Steven gerrard', 'morelos', 'roofe', 'kent', 'davis', 'Connor goldson', 'tavernier', 'celtic', 'ferencvaros', 'jota', 'kyogo furuhashi', 'Joe hart', 'callum mcgregor', 'ange postecoglu', 'spfl', 'highlights', 'scotland', 'aberdeen', 'Dave cormack', 'Stephen glass', 'falkirk', 'hearts', 'robbie neilson', 'hibs', 'hibernian', 'fans', 'goals', 'jack ross', 'Kevin nisbet', 'Scott allan', 'Andy halliday', 'podcast', 'Barry ferguson', 'barrie mckay', 'halkett', 'st mirren', 'st johnstone', 'football', 'slaney']",33437,368,0,20,0 days 00:53:24,00:53:24
uDQNzkGyfGE,2021-10-19T17:09:00Z,UCArk93C2pbOvkv6jWz-3kAg,HEARTS SNATCH DRAMATIC DRAW AT IBROX & SKY HAVE NO SPFL GAMES ON TV🤯| Keeping The Ball On The Ground,"SUBSCRIBE - https://bit.ly/2QGY26R

In what was probably the most action-packed weekend of the SPFL Premiership season so far, the boys review the key talking points including Hearts dramatically snatching a late draw against Rangers to maintain their unbeaten run, Tam Courts' Dundee United side obliterating Hibs at Easter Road, Celtic finally clicking into gear against Motherwell and Aberdeen boss Stephen Glass mounting more pressure on himself with another defeat.

The boys also chat about football nicknames, Ben White's comments about not liking football and Arsene Wenger's proposal to introduce a World Cup every 2 years.

#Football #Podcast #SPFL",Open Goal,"['open goal', 'si ferry', 'simon ferry', 'celtic', 'ferencvaros', 'europa league', 'Tuesday 3.30', 'celtic park', 'ange postecoglu', 'Joe hart', 'jota', 'highlights', 'Kyogo furuhashi', 'japan', 'rogic', 'rangers', 'Steven gerrard', 'roofe', 'aribo', 'brondby', 'spfl', 'aberdeen', 'goals', 'hearts', 'Stephen glass', 'Dave cormack', 'robbie neilson', 'Andy halliday', 'Paul slane', 'hydro', 'gravesen', 'funny', 'open goal misses', 'podcast', 'hibs', 'jack ross', 'nisbet', 'boogie', 'sutton', 'newcastle', 'ben white', 'arsenal', 'st mirren', 'James english', 'world cup', 'morelos', 'mcgregor', 'f2']",69240,648,0,60,0 days 01:39:20,01:39:20
LNrEPyjIikg,2021-10-14T17:22:10Z,UCArk93C2pbOvkv6jWz-3kAg,WOULD GERRARD LEAVE RANGERS FOR NEWCASTLE? | Right In The Coupon,"Si, Frank and Derek pick up on the latest news coming out of Scottish Football as they look ahead to the return of the domestic leagues this weekend.",Open Goal,"['open goal', 'si ferry']",40973,407,0,38,0 days 00:35:26,00:35:26
eFtx32nVg5w,2021-10-12T14:39:21Z,UCArk93C2pbOvkv6jWz-3kAg,SCOTLAND 1 STEP CLOSER TO WORLD CUP? | Keeping The Ball On The Ground,"SUBSCRIBE - https://bit.ly/2QGY26R

It's been another big week for Scotland as the National Team edges closer to securing a World Cup play-off place following an enthralling last-minute 3-2 win over Israel at the weekend. The boys discuss the game and their chances of qualifying as well as chat about VAR coming to Scottish Football and Newcastle becoming the richest club in the world in the last week!

#Scotland #Football #Podcast",Open Goal,"['open goal', 'si ferry', 'undr the cosh', 'Chris sutton', 'Andy halliday', 'scotland', 'Faroe Islands', 'world cup', 'qualifier', 'play-offs', 'denmark', 'austria', 'billy gilmour', 'lyndon dykes', 'John mcginn', 'Andy robertson', 'kieran tierney', 'Steve clarke', 'yes sir I can boogie', 'considine', 'hampden', 'goals', 'tartan army', 'scotland fans', 'highlights', 'sky sports', 'David marshall', 'mcgregor', 'celtic', 'rangers', 'spfl', 'Paul slane', 'hydro', 'slaney', 'Barry ferguson', 'football', 'podcast', 'interview', 'aberdeen', 'hearts', 'hibs', 'newcastle', 'true geordie']",45813,539,0,59,0 days 00:41:57,00:41:57
jn9Z7PsS8OI,2021-10-11T16:00:23Z,UCArk93C2pbOvkv6jWz-3kAg,"CHRIS SUTTON | Open Goal Meets... former Celtic, Blackburn & Chelsea Striker For Candid Interview","SUBSCRIBE - https://bit.ly/2QGY26R

At long last, we have managed to get the man who has been subject of many a classic Open Goal story to join us in the shape of former Celtic, Blackburn and Chelsea striker Chris Sutton!

The Premier League winner and Celtic legend chats to Si and Slaney candidly about the highs and lows of his career with a few brilliant stories on managers and players he worked with along the way!

#Celtic #PremierLeague #Football",Open Goal,"['open goal', 'si ferry', 'Chris sutton', 'sutton and shearer', 'Alan shearer', 'celtic', ""Martin o'neill"", 'podcast', 'football', 'interview', 'henrik larsson', '6-2', 'Uefa cup final 2003', 'celtic vs porto', 'road to seville', 'celtic fans', 'seville', 'celtic songs', 'sutton volley juventus', 'celtic vs rangers goals', 'John hartson', 'Alan thompson', 'undr the cosh', 'blackburn rovers', 'blackburn champions', 'premier league', 'fever pitch', 'bbc', 'bt sport', 'sutton Alex rae', 'sutton Stephen craigan', 'funny', 'ally mccoist', 'chelsea']",260215,1982,0,143,0 days 01:54:49,01:54:49
QDjnEVyhVpg,2021-10-06T19:02:08Z,UCArk93C2pbOvkv6jWz-3kAg,"WE DID THE HYDRO ARENA IN FRONT OF 12,000 CROWD WITH TOMMY GRAVESEN | Keeping The Ball On The Ground","SUBSCRIBE - https://bit.ly/2QGY26R

We did it! The boys look back on the incredible night at The Hydro on Sunday after performing in front of the SOLD-OUT 12,000 capacity crowd in one of the largest live audience podcast shows of all time! They discuss the preparations on the day, nerves before the show, the night itself and of course the performance of the legendary Thomas Gravesen!",Open Goal,"['open goal', 'si ferry', 'open goal hydro', 'sse hydro', 'Thomas gravesen', 'Tommy gravesen', 'Gravesen robinho', 'everton', 'real madrid', 'celtic', 'podcast', 'football', 'live event', 'funny', 'crowd', 'Wayne rooney', 'the toffees', 'Goodison park', 'David moyes', 'duncan fergsuon', 'gordon strachan', 'Aiden mcgeady', 'crazy', 'footballer', 'f2', 'true geordie', 'James english', 'ronaldo', 'galacticos', 'beckham', 'woodgate', 'carragher', 'owen', 'open goal misses', 'rangers', 'Andy halliday', 'slaney', 'Paul slane', 'Charlie mulgrew', 'sold-out', 'spfl', 'scotland', 'ramos']",95334,1221,0,107,0 days 00:36:02,00:36:02
eQoFgG7AXc4,2021-10-01T09:29:20Z,UCArk93C2pbOvkv6jWz-3kAg,CAN HIBS OVERTAKE RANGERS AS LEAGUE LEADERS? | Right In The Coupon,"SUBSCRIBE - https://bit.ly/2QGY26R

There are some HUGE games taking place in the Scottish Premiership this weekend. Can Hibs overtake Rangers at the top of the league? Who will win between the in-form Hearts & Motherwell? And it's pressure time for two Managers who need a result soon as Celtic take on Aberdeen at Pittodrie.

#SPFL #Scotland #Football",Open Goal,"['open goal', 'si ferry', 'simon ferry', 'europa league', 'glen kamara', 'prague', 'booing', 'racism', 'bt sport', 'Steven gerrard', '1-0', 'rangers', 'leverkusen', 'celtic', 'frimpong', 'Kyogo furuhashi', 'ange postecoglu', 'turnbull', 'football', 'spfl', 'aberdeen', 'Stephen glass', 'Scott brown', 'hearts', 'robbie neilson', 'hibs', 'jack ross', 'Andy halliday', 'keeping the ball on the ground', 'highlights', 'goals', 'fans', 'open goal misses', 'jota', 'roofe', 'st mirren', 'podcasts', 'true geordie', 'Barry ferguson', 'champions league', 'premier league', 'mcavennue', 'soccer']",38781,372,0,1,0 days 00:48:08,00:48:08
